,,,,,,,,,,,,,,,,,,,,
,,Nº REGISTRO,PLANOS (HIPERVINCULO),WEIGHT,MEDIDAS,ESCALA,GENERAL TOLERANCE,Nº ALMACENAJE,MATERIAL,COATING,CODE,DWG.,DWG. DATE,APPR.,APPR. DATE,COMPANY,Column 19,PAPER,ENLACE,COMMENTS
,148,T04.08.05,COOLING JACKET,53KG,A3,"1:2,5",DIN 7168M,T04.08-T05.04 (5),X12 CrNi 18 8 OR SIMILAR,NON MAGNETIC STAINLESS,,L.O.K,13/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,149,T04.08.06,MAIN SHAFT,67KG,A1,1:1,DIN 7168M,T04.08-T05.04 (5),St 50,BLACK CHEMICAL OXYDATION,,L.O.K,11/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,150,T04.08.07,CAP FOR COOLING JACKET,22KG,A3,"1:2,5",DIN 7168M,T04.08-T05.04 (5),X12 CrNi 18 8 OR SIMILAR,NON MAGNETIC STAINLESS,,L.O.K,13/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,151,T04.04.08,MAIN FLANGE,64KG,A3,"1:2,5",DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,L.O.K,14/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,152,T04.08.09,BEARING CAP,4KG,A4,"1:2,5",DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,L.O.K,14/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,153,T04.08.10,"LABYRINT SEAL, OUTER","0,5KG",A4,"1:2,5",DIN 7168M,T04.08-T05.04 (5),St 37-2,D/S,,L.O.K,19/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,154,T04.08.11,BEARING CAP,"3,5KG",A4,"1:2,5",DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,L.O.K,14/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,155,T04.08.12,"LABYRINT SEAL, INNER","0,3KG",A4,"1:2,5",DIN 7168M,T04.08-T05.04 (5),St37-2,BLACK CHEMICAL OXYDATION,,L.O.K,19/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,156,T04.08.13,PINION,"6,8KG",A3,1:1,DIN 7168M,T04.08-T05.04 (5),17 CrNiMo 6,NONE,,L.O.K,19/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,157,T04.08.37,COVER,"0,1KG",A4,"1:2,5",DIN 7168M,T04.08-T05.04 (5),STAINLESS STEEL,D/S,,L.O.K,14/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,158,T04.08.47,FLANGE,"0,8KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,L.O.K,19/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,159,T04.08.48,TACHOMETER HOUSING,"1,8KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),X12 CrNi 18 8 OR SIMILAR,NON MAGNETIC STAINLESS,,L.O.K,19/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,160,T04.08.49,SPACER RING,"0,1KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),St  37-2,BLACK CHEMICAL OXYDATION,,L.O.K,19/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,161,T04.08.50,COVER,"0,3KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,L.O.K,19/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,162,T04.08.51,SHAFT,"0,5KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,L.O.K,14/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,163,T04.09,MOTOR WITH ENCODER,450KG,A1,"1:2,5",N/A,T04.08-T05.04 (5),D/S,D/S,,L.O.K,18/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,164,T04.09.47,FLANGE,"1,6KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,L.O.K,20/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,165,T04.09.48,SHAFT,"0,4KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,L.O.K,20/11/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,166,T04.10,HYDRAULIC BEARING,21KG,A1,1:1,N/A,T04.08-T05.04 (5),D/S,D/S,,A.N.N,12/7/1985,P.H.J,2/12/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,167,T04.11,HYDRAULIC JACK,10KG,A2,1:1,N/A,T04.08-T05.04 (5),D/S,D/S,,A.N.N,10/7/1985,P.H.J,4/12/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,168,T04.11.01,FIXING PLATE,"2,6KG",A4,D/S,DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,L.O.K,23/10/1985,P.H.J,4/12/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,169,T04.11.02,JACK SHOE,"0,3KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),BRONZE,D/S,,L.O.K,22/10/1985,P.H.J,4/12/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,170,T04.12,INDUCTIVE FEED BACK,46KG,A1,1:10 (1:1),N/A,T04.08-T05.04 (5),D/S,D/S,,A.N.N,23/1/1986,P.H.J,14/2/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,171,T04.12.01,TRANSDUCER CLAMP,"0,31KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),ALMGSI,BLACK CHEMICAL OXYDATION,,A.N.N,15/1/1986,P.H.J,14/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,172,T04.12.02,SET SCREW,3G,A4,2:1,DIN 7168M,T04.08-T05.04 (5),UNBRANKO SCREW L=20,BLACK CHEMICAL OXYDATION,,A.N.N,16/1/1986,P.H.J,14/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,173,T04.12.03,BUSHING,"5,6G",A4,1:1,DIN 7168F,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,24/10/1985,P.H.J,4/12/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,174,T04.12.04,BEARING HOUSING WITH FORK,"0,64KG",A3,1:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,15/1/1986,P.H.J,16/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,175,T04.12.05,ARM,"2,0KG",A3,1:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,PAINT,,A.N.N,24/10/1985,P.H.J,4/12/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,176,T04.12.06,FIXATION PIECE,"0,77KG",A3,1:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,PAINT,,A.N.N,16/1/1986,P.H.J,14/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,177,T04.12.07,BLOCK,"0,20KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),ALMGSI,BLACK CHEMICAL OXYDATION,,A.N.N,16/1/1986,P.H.J,14/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,178,T04.12.08,COVER PLATE A,"23,4KG",A3,1:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,PAINT,,A.N.N,16/1/1986,P.H.J,14/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,179,T04.12.09,COVER PLATE B,"16,0KG",A3,1:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,PAINT,,A.N.N,16/1/1986,P.H.J,14/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,180,T04.12.24,SET SCREW,3G,A4,2:1,DIN 7168M,T04.08-T05.04 (5),UNBRANKO SCREW L=20,BLACK CHEMICAL OXYDATION,,A.N.N,16/1/1986,P.H.J,14/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,181,T04.13,COVER FLAP,179KG,A1,1:25 (1:1),N/A,T04.08-T05.04 (5),D/S,D/S,,A.N.N,31/10/1985,P.H.J,4/12/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,182,T04.13.01,VARIABLE FLOOR PLATE,"10,3KG",A3,1:10 (1:1),DIN 7168M,T04.08-T05.04 (5),"ALUMINIUM FLOOR PLATE, 5MM ALMGSI 1",NONE,,A.N.N,6/1/1986,P.H.J,14/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,183,T04.13.02,FLOOR PLATE A,"13,9KG",A3,1:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,PAINT,,A.N.N,7/1/1986,P.H.J,14/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,184,T04.13.03,FLOOR PLATE B,"13,9KG",A3,1:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,PAINT,,A.N.N,7/1/1986,P.H.J,14/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,185,T04.13.04,FLOOR PLATE C,"21,3KG",A3,1:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,PAINT,,A.N.N,7/1/1986,P.H.J,14/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,186,T04.14.01,ENCODER DISK,75KG,A3,1:10 1:2,DIN 7168M,T04.08-T05.04 (5),St 37-2,2X PRIMER,,A.P ,19/4/1990,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,187,T04.15,ANGLE SUP. ASS.,D/S,A1,1:1,N/A,T04.08-T05.04 (5),D/S,D/S,,D/S,D/S,P.E.F,15/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,188,T04.15.02,ANGLE SUPPORT,81KG,A2,1:2,DIN 7168M,T04.08-T05.04 (5),St 37-2,PAINT,,A.P ,15/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,189,T04.15.03,ALIGNEMENT PLATE,35KG,A3,1:2,DIN 7168M,T04.08-T05.04 (5),St 37-2,PAINT,,A.P,15/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,190,T04.16,BOTTOM SUP. ASS.,D/S,A1,1:1,N/A,T04.08-T05.04 (5),D/S,D/S,,D/S,D/S,P.E.F,15/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,191,T04.16.02,BOTTOM SUPPORT,34KG,A2,1:2,DIN 7168M,T04.08-T05.04 (5),St 37-2,PAINT,,A.P,16/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,192,T04.16.03,ALIGNEMENT PLATE,12KG,A3,1:2,DIN 7168M,T04.08-T05.04 (5),St 37-2,PAINT,,A.P,16/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,193,T04.17,ENCODER UNIT,D/S,A1,1:1,N/A,T04.08-T05.04 (5),D/S,D/S,,D/S,D/S,P.E.F,15/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,194,T04.17.01,SUPPORT BEAM,"4,5KG",A2,1:1,DIN 7168,T04.08-T05.04 (5),St 37-2,PAINT,,A.P,12/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,195,T04.17.02,HOUSE FOR ENCODER,"2,9KG",A3,1:1,DIN 7168,T04.08-T05.04 (5),St 37,PAINT,,A.P,09/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,196,T04.17.03,ROCKER ARM,"5,5KG",A3,1:2,DIN 7168M,T04.08-T05.04 (5),St 37,PAINT,,A.P,11/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,197,T04.17.04,WHEEL FOR ENCODER,40G,A4,1:1,DIN 7168M,T04.08-T05.04 (5),Ck 60 DIN 17200,BLACK CHEMICAL OXYDATION,,A.P,09/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,198,T04.17.05,AXLE FOR ENCODER WHEEL,100G,A4,1:1,DIN 7168M,T04.08-T05.04 (5),St 50,BLACK CHEMICAL OXYDATION,,A.P,11/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,199,T04.17.06,SHAFT,170G,A4,1:1,DIN 7168M,T04.08-T05.04 (5),St 50,BLACK CHEMICAL OXYDATION,,A.P,10/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,200,T04.17.07,ROD FOR SPRING,125G,A4,1:1,DIN 7168M,T04.08-T05.04 (5),St 50,BLACK CHEMICAL OXYDATION,,A.P,12/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,201,T04.17.08,DISTANCE RING,10G,A4,1:1,N/A,T04.08-T05.04 (5),St 50,BLACK CHEMICAL OXYDATION,,A.P,12/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,202,T04.17.09,SHAFT,140G,A4,1:1,DIN 7168M,T04.08-T05.04 (5),St 50,BLACK CHEMICAL OXYDATION,,A.P,11/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,203,T04.17.10,SHAFT,140G,A4,1:1,DIN 7168M,T04.08-T05.04 (5),St 50,BLACK CHEMICAL OXYDATION,,A.P,11/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,204,T04.18,ENCODER UNIT,D/S,A1,1:1,N/A,T04.08-T05.04 (5),D/S,D/S,,D/S,D/S,P.E.F,15/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,205,T04.18.05,AXLE FOR ENCODER WHEEL,250G,A4,1:1,DIN 7168M,T04.08-T05.04 (5),St 50,BLACK CHEMICAL OXYDATION,,A.P,17/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,206,T04.18.06,SHAFT,310G,A4,1:1,DIN 7168M,T04.08-T05.04 (5),St 50,BLACK CHEMICAL OXYDATION,,A.P,17/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,207,T04.18.08, DISTANCE RING,70G,A4,1:1,N/A,T04.08-T05.04 (5),St 50,BLACK CHEMICAL OXYDATION,,A.P,16/01/1990,P.E.F,14/2/1990,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,208,T05,TELESCOPE BASE,"9,51T",A1,1:25.,N/A,T04.08-T05.04 (5),D/S,D/S,,A.N.N,04/10/1985,P.H.J,27/11/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,209,T05.01,BASE,"9,2T",A1,"1:10 (1:2,5)",N/A,T04.08-T05.04 (5),D/S,D/S,,D/S,D/S,P.H.J,27/11/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,210,T05.01.01,BASE STRUCTURE,"8,6T",A1,"1:10 (1:2,5)",DIN 7168M,T04.08-T05.04 (5),RSt 37-2,PAINT,,D/S,D/S,P.H.J,27/11/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,211,T05.01.02,GEAR ,486 KG,A2,"1:10 (1:2,5)",DIN 7168M,T04.08-T05.04 (5),34 CRNiMo 6,NONE,,D/S,D/S,P.H.J,27/11/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,212,T05.02,ROTOR SEAL,42KG,A2,1:1,N/A,T04.08-T05.04 (5),D/S,D/S,,L.O.K,D/S,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,213,T05.02.01,HOUSING,"11,5KG",A2,1:1,DIN 7168M,T04.08-T05.04 (5),STAINLESS STEEL,NONE,,L.O.K,21/1/1986,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,214,T05.02.02,"SEAL RING, SMALL",D/S,A4,5.1 (1:1),N/A,T04.08-T05.04 (5),D/S,D/S,,D/S,D/S,N.C.J,30/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,215,T05.02.03,UPPER RING,"0,05KG",A4,D/S,DIN 7168M,T04.08-T05.04 (5),STAINLESS STEEL,D/S,,D/S,D/S,N.C.J,29/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,216,T05.02.04,LOWER RING,"0,15KG",A4,D/S,DIN 7168M,T04.08-T05.04 (5),RUSTFRIT,D/S,,D/S,D/S,N.C.J,28/7/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,DRAWING
,217,T05.02.05,UPPER SPRING HOLDER ,80G,A4,D/S,DIN 7168M,T04.08-T05.04 (5),RUSTFRIT,D/S,,D/S,D/S,N.C.J,18/6/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,DRAWING
,218,T05.02.06,SHAFT,28KG,A2,1:1 (2:1),DIN 7168M,T04.08-T05.04 (5),STAINLESS STEEL,NONE,,L.O.K,17/1/1986,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,219,T05.02.07,CABLE CLAMP,"0,04KG",A3,2:1,DIN 7168M,T04.08-T05.04 (5),BRASS,BLACK CHEMICAL OXYDATION,,A.N,6/3/1986,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,220,T05.02.08,CARRIER,"0,4KG",A2,1:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,10/2/1986,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,221,T05.02.09,BUSHING,D/S,A4,2:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,A.N.N,12/2/1986,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,222,T05.02.10,COVER,"0,65KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),STAINLESS STEEL,NONE,,L.O.K,23/1/1986,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,223,T05.02.11,LOWER SPRING HOLDER,180G,A4,D/S,DIN 7168M,T04.08-T05.04 (5),RUSTFRIT,D/S,,D/S,D/S,N.C.J,18/9/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,DRAWING 
,224,T05.02.12,"SEAL RING, LARGE",D/S,A4,D/S,N/A,T04.08-T05.04 (5),RUSTFRIT,D/S,,D/S,D/S,N.C.J,19/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,DRAWING 
,225,T05.02.13,SEAL RING MEDIUM,D/S,A4,D/S,N/A,T04.08-T05.04 (5),D/S,D/S,,D/S,D/S,N.C.J,19/3/1987,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,DRAWING 
,226,T05.02.14,CYLINDER,"0,4KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),STAINLESS STEEL,NONE,,L.O.K,16/1/1986,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,227,T05.02.15,SPRING,"0,08KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),STAINLESS STEEL,NONE,,L.O.K,14/1/1986,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,228,T05.02.21 A,KEY FOR NUT KM5,D/S,A3,1:1,DIN 7168M,T04.08-T05.04 (5),St 37-2,D/S,,A.N.N,24/3/1986,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,229,T05.02.40,FLANGE FOR VALVE,"0,7KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),STAINLESS STEEL,NONE,,F.E,8/11/1990,D/S,D/S,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,230,T05.03,RADIAL BEARING,275KG,A2,1:1,N/A,T04.08-T05.04 (5),D/S,D/S,,A.N.N,9/7/1985,P.H.J,27/11/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,231,T05.03.01,COVER,32KG,A3,"1:2,5",DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,L.O.K,18/10/1985,P.H.J,4/12/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,232,T05.03.03,SHAFT RADIAL BEARING,34KG,A3,"1:2,5",DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,L.O.K,14/10/1985,P.H.J,4/12/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,233,T05.03.04,FLANGE,"9,6KG",A4,"1:2,5",DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,L.O.K,14/10/1985,P.H.J,4/12/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,234,T05.03.09,BEARING HOUSING,106KG,A2,"1:2,5 (1:1)",DIN 7168M,T04.08-T05.04 (5),St 37-2,BLACK CHEMICAL OXYDATION,,L.O.K,17/10/1985,P.H.J,27/11/1985,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,235,T05.03.11,BUSHING,"0,12KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),St 50-1,BLACK CHEMICAL OXYDATION,,A.N,2/10/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
,236,T05.03.12,BUSHING,"0,12KG",A4,1:1,DIN 7168M,T04.08-T05.04 (5),St 50-1,BLACK CHEMICAL OXYDATION,,A.N,2/10/1985,T.A,13/3/1986,NORDIC OPTICAL TELESCOPE SCIENTIFIC ASSOCIATION,,"PAPEL CONTINUO ""COPIA""",,
